price,title,link
"199,33",Bota Cano Curto Salto Alto Fino Feminina Vizzano Novo,https://produto.mercadolivre.com.br/MLB-3286700907-bota-cano-curto-salto-alto-fino-feminina-vizzano-novo-_JM#position=33&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"232,33",Kit 4 Cuecas Brief Cotton Rib Calvin Klein   ,https://produto.mercadolivre.com.br/MLB-3197171331-kit-4-cuecas-brief-cotton-rib-calvin-klein-_JM#position=34&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"194,32",Tênis Feminino Ultraleve 156g Olympikus,https://produto.mercadolivre.com.br/MLB-3146411704-tnis-feminino-ultraleve-156g-olympikus-_JM#position=35&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"679,67",Mala De Viagem Recife Grande Preta American Tourister,https://produto.mercadolivre.com.br/MLB-2796566808-mala-de-viagem-recife-grande-preta-american-tourister-_JM#position=36&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"179,35",Jaqueta Feminina Forrada Com Zíper E Bolsos Facinelli,https://produto.mercadolivre.com.br/MLB-3125715388-jaqueta-feminina-forrada-com-ziper-e-bolsos-facinelli-_JM#position=37&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"166,33",Jaqueta Masculina De Corrida High Mizuno,https://produto.mercadolivre.com.br/MLB-3124398013-jaqueta-masculina-de-corrida-high-mizuno-_JM#position=38&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"168,33",Tênis Esportivo Jogging 101 Feminino Olympikus ,https://produto.mercadolivre.com.br/MLB-3592531368-tnis-esportivo-jogging-101-feminino-olympikus-_JM#position=39&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"189,31",Camisa Polo Piquet Clássica Masculina Reserva,https://produto.mercadolivre.com.br/MLB-3156598442-camisa-polo-piquet-classica-masculina-reserva-_JM#position=40&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"253,31",Calça Feminina Com Punho 3 Stripes adidas Novo,https://produto.mercadolivre.com.br/MLB-3333316613-calca-feminina-com-punho-3-stripes-adidas-novo-_JM#position=41&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"119,11",Kit Com 10 Calcinhas Tipo Calça Média Feminina Delrio,https://produto.mercadolivre.com.br/MLB-3009590184-kit-com-10-calcinhas-tipo-calca-media-feminina-delrio-_JM#position=42&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"155,15",Kit Com 10 Cuecas Boxer Com Elástico Masculina Branca Hering,https://produto.mercadolivre.com.br/MLB-2089509261-kit-com-10-cuecas-boxer-com-elastico-masculina-branca-hering-_JM#position=43&search_layout=grid&type=item&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
"243,30",adidas Ultimashow Feminino Adultos,https://www.mercadolivre.com.br/tnis-para-feminino-adidas-ultimashow-cor-core-blackcore-blackcloud-white-adulto-37-br/p/MLB18704495?pdp_filters=category:MLB1430%7Cdeal:MLB875643-1#searchVariation=MLB18704495&position=3&search_layout=grid&type=product&tracking_id=71fc192b-5ecc-4775-b8c1-3991ccddafea
