title,current_price,previous_price,discount,link,url_image
Samsung Smart Tv 58'' Uhd 4k 58cu7700 2023,2746,2899,5,https://www.mercadolivre.com.br/samsung-smart-tv-58-uhd-4k-58cu7700-2023/p/MLB24557140?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB24557140&position=30&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
Ventilador De Mesa 6 Pás Super Power Vsp-30-w Branco Com Azul Mondial 127V,134,274,50,https://www.mercadolivre.com.br/ventilador-de-mesa-6-pas-super-power-vsp-30-w-branco-com-azul-mondial-127v/p/MLB18932158?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18932158&position=31&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
Kit Teclado E Mouse Sem Fio Mk235 Usb Abnt2 Logitech Cor do mouse Cinza,132,226,41,https://www.mercadolivre.com.br/kit-teclado-e-mouse-sem-fio-mk235-usb-abnt2-logitech-cor-do-mouse-cinza/p/MLB18610707?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18610707&position=32&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
Smartphone Moto E13 64gb 4gb Ram Grafite Motorola,599,665,10,https://www.mercadolivre.com.br/smartphone-moto-e13-64gb-4gb-ram-grafite-motorola/p/MLB23062114?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23062114&position=33&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
Transformador 5000va V&m Bivolt 110 220 E 220 110 12000 Btus,211,239,12,https://www.mercadolivre.com.br/transformador-5000va-vm-bivolt-110-220-e-220-110-12000-btus/p/MLB27074522?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB27074522&position=34&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
Secador de cabelo Taiff Black Ion preto 127V 2000W,246,399,38,https://www.mercadolivre.com.br/secador-de-cabelo-taiff-black-ion-preto-127v-2000w/p/MLB18580665?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18580665&position=35&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
Smart Tv 32'' Hd Assistentes Integrados 32lq620 LG Bivolt,1099,1981,44,https://www.mercadolivre.com.br/smart-tv-32-hd-assistentes-integrados-32lq620-lg-bivolt/p/MLB19570010?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19570010&position=36&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
Cozinha Compacta Madesa Emilly Pop Com Armário E Balcão Cor Rustic/preto,692,823,15,https://www.mercadolivre.com.br/cozinha-compacta-madesa-emilly-pop-com-armario-e-balco-cor-rusticpreto/p/MLB27417990?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB27417990&position=37&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
Aspirador De Pó Bas1500v Vertical Ciclone 1400w Britânia Cor Vermelho 110V,186,199,6,https://www.mercadolivre.com.br/aspirador-de-po-bas1500v-vertical-ciclone-1400w-britnia-cor-vermelho-110v/p/MLB23199866?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23199866&position=38&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
Fone De Ouvido On-ear 520bt Comando De Voz Bluetooth Jbl Cor Azul Cor da luz Azul,229,319,28,https://www.mercadolivre.com.br/fone-de-ouvido-on-ear-520bt-comando-de-voz-bluetooth-jbl-cor-azul-cor-da-luz-azul/p/MLB23172321?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23172321&position=39&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
"Monitor Firemax Led 17 Com Hdmi, Vga, Vesa - 100v/240v Cor Preto",249,282,12,https://www.mercadolivre.com.br/monitor-firemax-led-17-com-hdmi-vga-vesa-100v240v-cor-preto/p/MLB27444965?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB27444965&position=40&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
Whisky Johnnie Walker Red Label 1L,79,104,23,https://www.mercadolivre.com.br/whisky-johnnie-walker-red-label-1l/p/MLB17384597?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB17384597&position=41&search_layout=grid&type=product&tracking_id=95b5c02e-50c3-4f17-955d-389c3c7f5d88&deal_print_id=aeb80d2c-293f-4014-aaed-de9efad7f87c&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_771571-MLU72402470062_102023-W.webp
"Monitor Firemax Led 17 Com Hdmi, Vga, Vesa - 100v/240v Cor Preto",249,282,12,https://www.mercadolivre.com.br/monitor-firemax-led-17-com-hdmi-vga-vesa-100v240v-cor-preto/p/MLB27444965?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB27444965&position=1&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Whisky Johnnie Walker Red Label 1L,79,104,23,https://www.mercadolivre.com.br/whisky-johnnie-walker-red-label-1l/p/MLB17384597?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB17384597&position=2&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Fraldas Pampers Ajuste Total Pants XXG 78 u,114,154,25,https://www.mercadolivre.com.br/fraldas-pampers-ajuste-total-pants-xxg-78-u/p/MLB19485099?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19485099&position=3&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Smart Tv Led 50  Uhd 4k LG 50ur871c0sa Thinq Ai 3 Hdmi 2 Usb,2149,2499,14,https://www.mercadolivre.com.br/smart-tv-led-50-uhd-4k-lg-50ur871c0sa-thinq-ai-3-hdmi-2-usb/p/MLB25641930?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB25641930&position=4&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Samsung Galaxy A24 Dual SIM 128 GB prata 4 GB RAM,1069,2009,46,https://www.mercadolivre.com.br/samsung-galaxy-a24-dual-sim-128-gb-prata-4-gb-ram/p/MLB23207310?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23207310&position=5&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Impressora a cor multifuncional Epson EcoTank L3250 com wifi preta 220V,1059,1203,12,https://www.mercadolivre.com.br/impressora-a-cor-multifuncional-epson-ecotank-l3250-com-wifi-preta-220v/p/MLB18446929?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18446929&position=6&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Fone De Ouvido Sem Fio Bluetooth In-ear Duplo Tws Premium,30,76,60,https://produto.mercadolivre.com.br/MLB-3437815651-fone-de-ouvido-sem-fio-bluetooth-in-ear-duplo-tws-premium-_JM?hide_psmb=true#position=45&search_layout=grid&type=item&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
"Fritadeira Airfryer Philips Walita Essential Xl Digital Spectrum 6,2l  2000w Preta Ri9270 110v",899,1096,17,https://www.mercadolivre.com.br/fritadeira-airfryer-philips-walita-essential-xl-digital-spectrum-62l-2000w-preta-ri9270-110v/p/MLB24167760?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB24167760&position=7&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
"Escada Articulada De Alumínio 12 Degraus 3,50 Metros Cor Cinza",408,639,36,https://www.mercadolivre.com.br/escada-articulada-de-aluminio-12-degraus-350-metros-cor-cinza/p/MLB21546206?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB21546206&position=8&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Tv Smart LG Led 43 4k Al Thinq 43ur781c Wi-fi Bluetooth Alexa 100v/240v,1789,3199,44,https://www.mercadolivre.com.br/tv-smart-lg-led-43-4k-al-thinq-43ur781c-wi-fi-bluetooth-alexa-100v240v/p/MLB25800955?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB25800955&position=9&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Smartphone Galaxy S21 Fe 5g 128 Gb 6gb Ram Verde Samsung Cor 52014,1938,3999,51,https://www.mercadolivre.com.br/smartphone-galaxy-s21-fe-5g-128-gb-6gb-ram-verde-samsung-cor-52014/p/MLB19105479?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19105479&position=10&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Vinho Chileno Concha Y Toro Reservado Cabernet Sauvignon,18,54,65,https://produto.mercadolivre.com.br/MLB-1634919301-vinho-chileno-concha-y-toro-reservado-cabernet-sauvignon-_JM?hide_psmb=true#position=46&search_layout=grid&type=item&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Creme Bepantol Baby 120 g,44,49,10,https://www.mercadolivre.com.br/creme-bepantol-baby-120-g/p/MLB18397455?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18397455&position=11&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Ventilador De Coluna Turbo 6 Pás 50cm Preto Ventisol 220v,219,371,40,https://www.mercadolivre.com.br/ventilador-de-coluna-turbo-6-pas-50cm-preto-ventisol-220v/p/MLB14434777?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB14434777&position=12&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Galaxy Watch4 Bt 40mm Cor da caixa Black Cor da pulseira Black Cor do bisel Preto,799,1999,60,https://www.mercadolivre.com.br/galaxy-watch4-bt-40mm-cor-da-caixa-black-cor-da-pulseira-black-cor-do-bisel-preto/p/MLB18362365?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18362365&position=13&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Liquidificador portátil Mondial Turbo Power L-99 2.2 L preto com jarra de san 220V,109,139,21,https://www.mercadolivre.com.br/liquidificador-portatil-mondial-turbo-power-l-99-22-l-preto-com-jarra-de-san-220v/p/MLB15578948?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15578948&position=14&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
"Smart TV LG AI ThinQ 43LM6370PSB LED webOS Full HD 43"" 100V/240V",1749,2199,20,https://www.mercadolivre.com.br/smart-tv-lg-ai-thinq-43lm6370psb-led-webos-full-hd-43-100v240v/p/MLB18455206?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18455206&position=15&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Samsung Galaxy S21 FE 5G (Exynos) Dual SIM 256 GB Branco 8 GB RAM,2199,4499,51,https://www.mercadolivre.com.br/samsung-galaxy-s21-fe-5g-exynos-dual-sim-256-gb-branco-8-gb-ram/p/MLB19105488?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19105488&position=16&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Fogão Cooktop Fischer 4Q Fit Line Gás Mesa Vidro 26342-57175 preto 127V/220V,547,587,6,https://www.mercadolivre.com.br/fogo-cooktop-fischer-4q-fit-line-gas-mesa-vidro-26342-57175-preto-127v220v/p/MLB11839966?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB11839966&position=17&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Serra Circular Para Madeira 7.1/4pol 1600w - Hs7010 Makita Cor Azul-turquesa 220V,676,805,16,https://www.mercadolivre.com.br/serra-circular-para-madeira-714pol-1600w-hs7010-makita-cor-azul-turquesa-220v/p/MLB15462506?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15462506&position=18&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Notebook Gamer Dell G15-i1300-a20p I5 8gb 512gb 15.6'' W11,5199,10598,50,https://www.mercadolivre.com.br/notebook-gamer-dell-g15-i1300-a20p-i5-8gb-512gb-156-w11/p/MLB27295775?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB27295775&position=19&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Forno de bancada elétrico Nardelli Top 60 60L preto 127V,579,999,42,https://www.mercadolivre.com.br/forno-de-bancada-eletrico-nardelli-top-60-60l-preto-127v/p/MLB18640232?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18640232&position=20&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Cadeira de escritório TGT Heron TC TGT-HRTC gamer ergonômica  preto e cinza com estofado de couro sintético,509,1058,51,https://www.mercadolivre.com.br/cadeira-de-escritorio-tgt-heron-tc-tgt-hrtc-gamer-ergonmica-preto-e-cinza-com-estofado-de-couro-sintetico/p/MLB23958511?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23958511&position=21&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Samsung Galaxy A04s 64 GB branco 4 GB RAM,709,1299,45,https://www.mercadolivre.com.br/samsung-galaxy-a04s-64-gb-branco-4-gb-ram/p/MLB21078685?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB21078685&position=22&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Parafusadeira Furadeira 12v Bivolt Pfe-12ev Maleta Kit Evald,169,212,20,https://produto.mercadolivre.com.br/MLB-1748634431-parafusadeira-furadeira-12v-bivolt-pfe-12ev-maleta-kit-evald-_JM?hide_psmb=true#position=47&search_layout=grid&type=item&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
"Smart TV Philco PTV32G23AGSSBLH LED Android TV HD 32"" 110V/220V",979,1099,10,https://www.mercadolivre.com.br/smart-tv-philco-ptv32g23agssblh-led-android-tv-hd-32-110v220v/p/MLB27801315?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB27801315&position=23&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Ventilador de Mesa Arno Ultra Silence Force Desmontável Repelente 40cm VD55 220V,239,349,31,https://www.mercadolivre.com.br/ventilador-de-mesa-arno-ultra-silence-force-desmontavel-repelente-40cm-vd55-220v/p/MLB16259316?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB16259316&position=24&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
"Tablet  Samsung Galaxy Tab A A7 Lite SM-T225 8.7"" 32GB cinza e 3GB de memória RAM",889,998,11,https://www.mercadolivre.com.br/tablet-samsung-galaxy-tab-a-a7-lite-sm-t225-87-32gb-cinza-e-3gb-de-memoria-ram/p/MLB18478001?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18478001&position=25&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Vinho Casillero Del Diablo 2019 Adega Concha Y Toro 750 Ml,38,49,20,https://www.mercadolivre.com.br/vinho-casillero-del-diablo-2019-adega-concha-y-toro-750-ml/p/MLB19545637?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19545637&position=26&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Samsung Galaxy A23 5G 128 GB Preto 4 GB RAM,1165,2199,47,https://www.mercadolivre.com.br/samsung-galaxy-a23-5g-128-gb-preto-4-gb-ram/p/MLB21778066?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB21778066&position=27&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Volante Gamer G29 Driving Force Preto Logitech,1740,1999,12,https://www.mercadolivre.com.br/volante-gamer-g29-driving-force-preto-logitech/p/MLB21204038?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB21204038&position=28&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Panela De Pressão Elétrica Pcc20 6l Inox Preta Electrolux Frequência 60 Hz 110V,599,739,18,https://www.mercadolivre.com.br/panela-de-presso-eletrica-pcc20-6l-inox-preta-electrolux-frequncia-60-hz-110v/p/MLB15504443?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15504443&position=29&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
"Smart TV LG UHD AI ThinQ 55UR871C0SA LCD 4K UHD 55""",2399,3499,31,https://www.mercadolivre.com.br/smart-tv-lg-uhd-ai-thinq-55ur871c0sa-lcd-4k-uhd-55/p/MLB27244534?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB27244534&position=30&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Kit Whey Protein 2kg + Bcaa + Creatina + Shaker,96,134,28,https://produto.mercadolivre.com.br/MLB-2868611198-kit-whey-protein-2kg-bcaa-creatina-shaker-_JM?hide_psmb=true#position=48&search_layout=grid&type=item&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Smartphone Moto G53 5g 128gb Grafite,1069,1849,42,https://www.mercadolivre.com.br/smartphone-moto-g53-5g-128gb-grafite/p/MLB22831224?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22831224&position=31&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
Mesa Dobravel Portatil Vira Maleta Camping Praia 90x60 Cor Branco,134,156,14,https://www.mercadolivre.com.br/mesa-dobravel-portatil-vira-maleta-camping-praia-90x60-cor-branco/p/MLB26049268?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB26049268&position=32&search_layout=grid&type=product&tracking_id=4fe5eb3b-d9f4-43ea-abd4-1fbaf947fe16&deal_print_id=6f430255-6acf-4cef-aadd-5e0151c90ddf&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_837723-MLU72085482727_102023-W.webp
