title,current_price,previous_price,discount,link,url_image
"Notebook Samsung Book Celeron Cinza 4gb 256gb Ssd 15,6'' W11 Cor Cinza/Chumbo",1599,3331,52,https://www.mercadolivre.com.br/notebook-samsung-book-celeron-cinza-4gb-256gb-ssd-156-w11-cor-cinzachumbo/p/MLB19692109?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19692109&position=1&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
 Motorola Moto E22 Dual SIM 128 GB azul 4 GB RAM,749,999,25,https://www.mercadolivre.com.br/motorola-moto-e22-dual-sim-128-gb-azul-4-gb-ram/p/MLB21281336?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB21281336&position=2&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
"Galaxy Tab S7 Fe Lte (wi-fi) 128gb, 6gb Ram, Tela Tft 12.4",2499,4749,47,https://www.mercadolivre.com.br/galaxy-tab-s7-fe-lte-wi-fi-128gb-6gb-ram-tela-tft-124/p/MLB18521901?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18521901&position=4&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Loção hidratante Com Ácido Hialurônico Sem Perfume 473ml Cerave,74,109,32,https://www.mercadolivre.com.br/loco-hidratante-com-acido-hialurnico-sem-perfume-473ml-cerave/p/MLB21361292?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB21361292&position=5&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Tv Smart Philco Led 32 Android Tv Ptv32m8gagcmblh,979,1999,51,https://produto.mercadolivre.com.br/MLB-3483365407-tv-smart-philco-led-32-android-tv-ptv32m8gagcmblh-_JM?hide_psmb=true#position=45&search_layout=grid&type=item&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
"Notebook Samsung Book I5 8gb 256gb Ssd 15,6'' Windows 11 Cinza-chumbo",2575,4999,48,https://www.mercadolivre.com.br/notebook-samsung-book-i5-8gb-256gb-ssd-156-windows-11-cinza-chumbo/p/MLB19692108?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19692108&position=6&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Samsung Galaxy A54 5g 256gb 8gb Ram Preto,1959,3399,42,https://www.mercadolivre.com.br/samsung-galaxy-a54-5g-256gb-8gb-ram-preto/p/MLB22770354?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22770354&position=7&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Fone de ouvido on-ear sem fio JBL Tune 520BT preto,219,319,31,https://www.mercadolivre.com.br/fone-de-ouvido-on-ear-sem-fio-jbl-tune-520bt-preto/p/MLB23997257?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23997257&position=8&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Fogão cooktop gás Itatiaia NG 5 bocas preto 127V/220V,459,518,11,https://www.mercadolivre.com.br/fogo-cooktop-gas-itatiaia-ng-5-bocas-preto-127v220v/p/MLB11841376?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB11841376&position=9&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Fritadeira Elétrica Gaabor 4l Sem Óleo Air Fry 1400w 110v ,287,479,40,https://www.mercadolivre.com.br/fritadeira-eletrica-gaabor-4l-sem-oleo-air-fry-1400w-110v/p/MLB20999607?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB20999607&position=10&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Smart Tv 50'' Qled 4k 50q60c 2023,2610,3099,15,https://www.mercadolivre.com.br/smart-tv-50-qled-4k-50q60c-2023/p/MLB25871583?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB25871583&position=11&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Creatina Monohidratada 500g - 100% Pura - Soldiers Nutrition,114,139,18,https://www.mercadolivre.com.br/creatina-monohidratada-500g-100-pura-soldiers-nutrition/p/MLB18725308?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18725308&position=12&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Samsung Galaxy A14 128gb 4gb Ram Prata Cor Prateado,909,1599,43,https://www.mercadolivre.com.br/samsung-galaxy-a14-128gb-4gb-ram-prata-cor-prateado/p/MLB23772725?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23772725&position=13&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Máquina De Lavar Ciclo Edredom Cwh12bb 12kg Branca Consul Cor Branco 110V,1699,2499,32,https://www.mercadolivre.com.br/maquina-de-lavar-ciclo-edredom-cwh12bb-12kg-branca-consul-cor-branco-110v/p/MLB19954281?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19954281&position=14&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Lavadora De Alta Pressão 1500w 1750psi Wap Ousada Plus 2200 110V,446,525,15,https://www.mercadolivre.com.br/lavadora-de-alta-presso-1500w-1750psi-wap-ousada-plus-2200-110v/p/MLB15345686?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15345686&position=15&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Fritadeira Sem Óleo Air Fryer Afn-40-bft 4l 1500w Mondial Cor Preto 110V,356,586,39,https://www.mercadolivre.com.br/fritadeira-sem-oleo-air-fryer-afn-40-bft-4l-1500w-mondial-cor-preto-110v/p/MLB22530387?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22530387&position=16&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Smart Tv 50'' Ptv50g7er2cpbl 4k Led Roku Philco Bivolt,1899,2499,24,https://www.mercadolivre.com.br/smart-tv-50-ptv50g7er2cpbl-4k-led-roku-philco-bivolt/p/MLB24525898?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB24525898&position=17&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
"Notebook Samsung Book Intel Core I3 256gb Ssd 4gb Ram 15,6'' Windows 11 Home",1999,2419,17,https://www.mercadolivre.com.br/notebook-samsung-book-intel-core-i3-256gb-ssd-4gb-ram-156-windows-11-home/p/MLB19630987?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19630987&position=18&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Samsung Galaxy A14 Dual SIM 64gb 4gb Ram Prata Cor Prata,745,1399,46,https://www.mercadolivre.com.br/samsung-galaxy-a14-dual-sim-64gb-4gb-ram-prata-cor-prata/p/MLB23458723?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23458723&position=19&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Ventilador Bvt301 Tecnologia Maxx Force 60w Britânia,133,179,25,https://produto.mercadolivre.com.br/MLB-3440678297-ventilador-bvt301-tecnologia-maxx-force-60w-britnia-_JM?hide_psmb=true#position=46&search_layout=grid&type=item&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
All In One LG Celeron 22 Pol Fhd Ssd 128gb 8gb Win 11 Home,1699,3299,48,https://www.mercadolivre.com.br/all-in-one-lg-celeron-22-pol-fhd-ssd-128gb-8gb-win-11-home/p/MLB23691775?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23691775&position=20&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Gel De Limpeza Facial Effaclar Concentrado 300g La Roche Posay,60,94,35,https://www.mercadolivre.com.br/gel-de-limpeza-facial-effaclar-concentrado-300g-la-roche-posay/p/MLB19620491?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19620491&position=21&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Smart Tv Led 50 Rk8600 4k Uhd Hdr Wifi Dual Band Semp Roku,2499,4430,43,https://www.mercadolivre.com.br/smart-tv-led-50-rk8600-4k-uhd-hdr-wifi-dual-band-semp-roku/p/MLB22378315?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22378315&position=22&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
"Furadeira parafusadeira sem fio de 10mm Wap BPF 12K3 12V + accesorios 110V/220V
",172,229,24,https://www.mercadolivre.com.br/furadeira-parafusadeira-sem-fio-de-10mm-wap-bpf-12k3-12v-accesorios-110v220v/p/MLB19141467?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19141467&position=23&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Samsung Galaxy A14 5g 128gb 4gb Ram Preto,989,1341,26,https://www.mercadolivre.com.br/samsung-galaxy-a14-5g-128gb-4gb-ram-preto/p/MLB22096077?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22096077&position=24&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
"Notebook Multilaser Ultra UB235, Intel Celeron N4020, 4GB, 120GB SSD, Tela 14.1"", Windows 11 Home, Intel UHD Graphics 600 1366x768px",949,1699,44,https://www.mercadolivre.com.br/notebook-multilaser-ultra-ub235-intel-celeron-n4020-4gb-120gb-ssd-tela-141-windows-11-home-intel-uhd-graphics-600-1366x768px/p/MLB19786876?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19786876&position=25&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Fritadeira Air Fryer Air Flow Bfr21p 4 Litros Britânia 110v Cor Preto,329,379,13,https://www.mercadolivre.com.br/fritadeira-air-fryer-air-flow-bfr21p-4-litros-britnia-110v-cor-preto/p/MLB19756217?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19756217&position=26&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Micro-ondas Philco PMO28   prata 28L 127V,699,1099,36,https://www.mercadolivre.com.br/micro-ondas-philco-pmo28-prata-28l-127v/p/MLB18634528?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18634528&position=27&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Tv Smart Philco 43  Ptv43g7er2cpblf Led Roku Wifi Dolby Áudio 110v/220v,1427,2311,38,https://www.mercadolivre.com.br/tv-smart-philco-43-ptv43g7er2cpblf-led-roku-wifi-dolby-audio-110v220v/p/MLB26373684?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB26373684&position=28&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Kit 5 Camisetas Básicas Masculina Dry Fit Lisa Tradicional ,69,78,10,https://produto.mercadolivre.com.br/MLB-2918685347-kit-5-camisetas-basicas-masculina-dry-fit-lisa-tradicional-_JM?hide_psmb=true#position=47&search_layout=grid&type=item&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Samsung Galaxy A14 4G (Exynos) Dual SIM 128 GB preto 4 GB RAM,899,998,10,https://www.mercadolivre.com.br/samsung-galaxy-a14-4g-exynos-dual-sim-128-gb-preto-4-gb-ram/p/MLB23110203?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23110203&position=29&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Camera Lâmpada Espia Wifi Ip Segurança Panoramica Giratoria,51,129,60,https://produto.mercadolivre.com.br/MLB-2785915286-camera-lmpada-espia-wifi-ip-seguranca-panoramica-giratoria-_JM?hide_psmb=true#position=48&search_layout=grid&type=item&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Impressora a cor multifuncional Epson EcoTank L3250 com wifi preta 100V/240V,1059,1203,12,https://www.mercadolivre.com.br/impressora-a-cor-multifuncional-epson-ecotank-l3250-com-wifi-preta-100v240v/p/MLB18552821?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18552821&position=30&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
"Ventilador de mesa e parede Arno Turbo Force VF42 preto com 6 pás de  plástico, 40 cm de diâmetro 110 V",217,699,68,https://www.mercadolivre.com.br/ventilador-de-mesa-e-parede-arno-turbo-force-vf42-preto-com-6-pas-de-plastico-40cm-de-dimetro-110v/p/MLB19598001?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19598001&position=31&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Smart Tv 43'' Crystal Uhd 4k 43cu7700 Preta Samsung Bivolt,1949,2984,34,https://www.mercadolivre.com.br/smart-tv-43-crystal-uhd-4k-43cu7700-preta-samsung-bivolt/p/MLB24532256?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB24532256&position=32&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Samsung Galaxy A23 5G Dual SIM 128 GB awesome 4 GB RAM black,1169,2165,46,https://www.mercadolivre.com.br/samsung-galaxy-a23-5g-dual-sim-128-gb-awesome-4-gb-ram-black/p/MLB21778062?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB21778062&position=33&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
"Liquidificador Turbo Power L-99 Fb 2,2l 550w Preto Mondial 110V",114,229,50,https://www.mercadolivre.com.br/liquidificador-turbo-power-l-99-fb-22l-550w-preto-mondial-110v/p/MLB15578949?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15578949&position=34&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Cooktop 5 Bocas Preto com Mesa de Vidro e Tripla Chama Dako Supreme Bivolt,679,863,21,https://www.mercadolivre.com.br/cooktop-5-bocas-preto-com-mesa-de-vidro-e-tripla-chama-dako-supreme-bivolt/p/MLB23202980?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23202980&position=35&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Smart Tv 32'' Hd Tizen T4300 Samsung Bivolt,1119,2299,51,https://www.mercadolivre.com.br/smart-tv-32-hd-tizen-t4300-samsung-bivolt/p/MLB15822520?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15822520&position=36&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Moto E13 64gb 4gb Ram Off white,849,1099,22,https://www.mercadolivre.com.br/moto-e13-64gb-4gb-ram-off-white/p/MLB22412153?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22412153&position=37&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
"Kit Câmera Interna Wi-fi Intelbras Im3 + Microsd 32gb com audio, Cor Branco",269,399,32,https://www.mercadolivre.com.br/kit-cmera-interna-wi-fi-intelbras-im3-microsd-32gb-com-audio-cor-branco/p/MLB18596025?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18596025&position=38&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Pacote De Fraldas Premium Care Tamanho XXG Com 56 Unidades Pampers,100,189,46,https://www.mercadolivre.com.br/pacote-de-fraldas-premium-care-tamanho-xxg-com-56-unidades-pampers/p/MLB23414305?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23414305&position=39&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
"Ventilador de teto Ventisol Fênix branco com 3 pás de  plástico, 96 cm de diâmetro 127 V",205,289,29,https://www.mercadolivre.com.br/ventilador-de-teto-ventisol-fnix-branco-com-3-pas-de-plastico-96cm-de-dimetro-127v/p/MLB6080711?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB6080711&position=40&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
"Smart TV AWS-TV-43-BL-02-A IPS Android 11 Full HD 43"" Aiwa 110V/220V",1399,3528,60,https://www.mercadolivre.com.br/smart-tv-aws-tv-43-bl-02-a-ips-android-11-full-hd-43-aiwa-110v220v/p/MLB20662382?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB20662382&position=41&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Notebook Samsung Galaxy Book Go Snapdragon® 7c 4gb Ssd 128gb 14  Full Hd Led,1469,1639,10,https://www.mercadolivre.com.br/notebook-samsung-galaxy-book-go-snapdragon-7c-4gb-ssd-128gb-14-full-hd-led/p/MLB22530426?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22530426&position=42&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
Modulo Potencia Taramps Ts400 Ts 400 T400 Mono Stereo 4ch,182,280,35,https://www.mercadolivre.com.br/modulo-potencia-taramps-ts400-ts-400-t400-mono-stereo-4ch/p/MLB21941637?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB21941637&position=43&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=TODAY_PROMOTION,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
No break Ts Shara Compact XPro Universal 4413 1400VA entrada e saída de 115V/220V CA preto,659,709,7,https://www.mercadolivre.com.br/no-break-ts-shara-compact-xpro-universal-4413-1400va-entrada-e-saida-de-115v220v-ca-preto/p/MLB16039874?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB16039874&position=44&search_layout=grid&type=product&tracking_id=03ecaa3c-5c32-4092-beb1-60b3f5c5cc10&deal_print_id=f8dc3d05-370c-4e98-b350-78d3dca4a4ba&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_657584-MLU72350107498_102023-W.webp
